Student_ID,Gender,Attendance_Rate,Study_Hours_per_Week,Physics,Maths,Biology,Chemistry,Past_Exam_Scores,Final_Exam_Score,Pass_Fail
S4172,Male,60.04404972,33,98,99,84,90,60,58,Pass
S4173,Female,63.05035898,30,96,47,96,49,70,66,Pass
S4174,Male,69.2088794,30,88,40,64,39,76,63,Pass
S4175,Female,50.8003015,18,70,42,68,66,97,81,Pass
S4176,Female,58.44280683,23,89,56,70,37,57,51,Pass
S4177,Male,78.62169524,19,53,30,96,96,85,67,Pass
S4178,Male,88.68520451,30,49,82,57,71,95,75,Pass
S4179,Male,66.70563923,34,84,59,87,63,68,58,Pass
S4180,Female,78.81336617,38,52,30,58,97,64,69,Pass
S4181,Female,88.97982888,36,57,52,32,42,51,43,Fail
S4182,Male,75.08270441,30,95,86,51,59,86,76,Pass
S4183,Female,93.42288925,25,38,46,74,96,92,72,Pass
S4184,Male,72.4276264,36,49,43,77,73,56,66,Pass
S4185,Female,90.66904704,13,48,92,55,36,56,55,Pass
S4186,Female,70.29868122,26,63,31,41,71,83,75,Pass
S4187,Female,88.01732051,37,39,62,41,98,86,82,Pass
S4188,Male,54.94291169,17,92,68,68,37,69,71,Pass
S4189,Male,60.9046033,15,99,81,85,86,74,79,Pass
S4190,Male,74.93502634,33,89,60,56,35,53,57,Pass
S4191,Male,67.08407337,33,60,52,56,38,60,58,Pass
S4192,Male,67.34830064,20,36,33,40,65,86,64,Pass
S4193,Male,88.53165908,10,34,45,61,53,89,75,Pass
S4194,Female,95.27087138,36,41,43,94,76,65,67,Pass
S4195,Male,84.30072727,28,45,72,60,84,88,70,Pass
S4196,Male,93.57094383,20,64,73,49,81,66,60,Pass
S4197,Female,83.93353243,35,82,54,30,95,86,74,Pass
S4198,Male,70.39956042,15,62,69,62,46,93,78,Pass
S4199,Female,82.4772054,10,80,96,83,84,99,80,Pass
S4200,Male,86.49460899,34,92,94,38,61,94,88,Pass
S4201,Male,70.75790436,28,96,30,83,88,60,65,Pass
S4202,Female,82.46812582,26,35,47,35,39,67,58,Pass
S4203,Female,71.92305912,10,33,55,99,72,70,66,Pass
S4204,Female,59.47801333,25,83,31,85,66,95,81,Pass
S4205,Female,54.15027423,15,96,99,55,91,86,84,Pass
S4206,Male,68.48008085,30,36,97,55,47,73,62,Pass
S4207,Male,96.37778612,31,49,61,51,41,81,67,Pass
S4208,Male,76.70603017,36,41,64,65,61,64,64,Pass
S4209,Male,58.38194024,29,45,39,83,88,94,81,Pass
S4210,Male,58.08045912,34,82,32,36,54,69,57,Pass
S4211,Female,83.22966074,21,76,59,83,37,91,67,Pass
S4212,Female,68.3176237,30,78,89,33,75,87,71,Pass
S4213,Female,57.96937039,20,96,93,48,50,70,59,Pass
S4214,Male,55.7770718,13,49,46,36,95,98,77,Pass
S4215,Male,56.72437272,18,53,49,78,94,65,60,Pass
S4216,Female,97.02998115,27,87,86,82,32,87,81,Pass
S4217,Male,77.08943088,19,57,78,76,32,87,73,Pass
S4218,Male,58.38262488,17,91,47,85,30,60,64,Pass
S4219,Male,78.79461168,15,54,35,57,55,82,66,Pass
S4220,Male,95.86718763,20,42,49,94,91,98,84,Pass
S4221,Male,61.21185662,10,84,59,66,61,84,68,Pass
S4222,Female,56.32259214,30,44,38,83,36,81,58,Pass
S4223,Male,78.52833605,28,39,32,43,44,79,58,Pass
S4224,Male,73.28030329,16,88,81,68,30,71,69,Pass
S4225,Female,68.6886802,19,48,61,35,58,64,61,Pass
S4226,Male,52.32017075,25,37,86,74,36,90,76,Pass
S4227,Female,70.13612017,22,90,86,72,56,85,81,Pass
S4228,Female,74.27513137,11,83,96,47,55,99,80,Pass
S4229,Female,66.36244605,19,56,44,59,49,91,62,Pass
S4230,Male,54.9055795,28,56,58,61,80,78,60,Pass
S4231,Male,65.45884775,29,39,53,51,80,56,59,Pass
S4232,Female,57.62721107,36,80,54,70,87,88,66,Pass
S4233,Female,66.60498831,37,61,85,99,89,96,92,Pass
S4234,Male,52.66434913,19,40,40,35,46,50,52,Pass
S4235,Female,78.25408226,14,97,83,41,53,53,54,Pass
S4236,Female,62.43790144,23,77,49,96,45,76,61,Pass
S4237,Female,72.15294406,25,42,69,65,52,52,52,Pass
S4238,Female,98.14139225,19,38,57,88,48,85,73,Pass
S4239,Female,75.60275755,32,36,50,87,96,60,60,Pass
S4240,Female,78.78184184,20,55,54,90,83,54,62,Pass
S4241,Female,54.45507404,38,82,86,63,59,55,58,Pass
S4242,Male,77.60877417,11,67,51,33,33,95,74,Pass
S4243,Male,54.84429383,14,51,47,83,33,64,59,Pass
S4244,Female,84.08504385,19,81,75,45,80,68,57,Pass
S4245,Male,91.73994705,37,57,58,84,53,92,87,Pass
S4246,Male,89.8235776,37,84,54,35,80,87,66,Pass
S4247,Female,56.72068556,30,93,81,32,91,87,83,Pass
S4248,Male,60.10308012,37,60,61,47,55,82,63,Pass
S4249,Female,90.3006149,21,50,91,34,93,61,52,Pass
S4250,Male,99.72697884,19,41,32,60,33,80,67,Pass
S4251,Male,63.75265982,37,59,75,46,43,51,46,Fail
S4252,Female,60.73790363,15,57,47,34,80,71,64,Pass
S4253,Female,83.00978797,33,94,75,84,91,64,75,Pass
S4254,Female,87.48519063,27,61,61,79,41,80,61,Pass
S4255,Female,92.22383763,22,41,85,81,63,55,68,Pass
S4256,Male,79.12479965,12,62,36,46,64,54,42,Fail
S4257,Female,93.58402975,28,67,44,89,62,87,82,Pass
S4258,Male,97.41505395,13,31,73,86,81,76,67,Pass
S4259,Male,71.73170467,20,36,69,84,32,66,61,Pass
S4260,Male,88.42165972,28,94,45,60,48,65,66,Pass
S4261,Male,81.86521227,15,75,97,47,50,52,55,Pass
S4262,Male,84.81362883,25,69,36,32,85,77,56,Pass
S4263,Male,81.52779209,31,55,66,31,33,77,54,Pass
S4264,Female,99.54686748,33,61,51,52,55,65,59,Pass
S4265,Male,59.43010603,24,66,87,76,39,70,68,Pass
S4266,Female,77.39285176,17,41,43,89,87,66,69,Pass
S4267,Male,69.40816319,36,52,95,73,77,53,59,Pass
S4268,Male,97.9277661,28,36,45,93,35,94,66,Pass
S4269,Female,84.61966555,16,49,79,33,52,83,65,Pass
S4270,Male,86.56975446,34,99,90,75,67,84,71,Pass
S4271,Male,95.43503769,35,37,50,69,40,64,51,Pass
S4272,Male,66.61604029,13,51,77,51,65,54,48,Fail
S4273,Female,99.60086772,22,46,96,33,95,51,61,Pass
S4274,Female,90.29653244,34,99,39,85,82,72,66,Pass
S4275,Female,65.08888115,33,82,59,34,78,94,70,Pass
S4276,Male,54.65045048,22,70,36,52,67,85,60,Pass
S4277,Male,87.97334441,26,75,87,89,37,75,67,Pass
S4278,Female,95.19543206,22,63,79,39,89,95,82,Pass
S4279,Female,95.88178667,27,79,47,74,72,93,69,Pass
S4280,Male,78.1916684,24,64,65,93,36,96,81,Pass
S4281,Male,69.73050375,32,53,32,49,51,67,64,Pass
S4282,Female,90.30827702,21,46,31,98,85,97,75,Pass
S4283,Female,91.2294171,24,98,76,59,42,84,68,Pass
S4284,Male,62.24438134,32,90,60,84,67,99,87,Pass
S4285,Female,74.95235664,32,31,87,76,77,73,62,Pass
S4286,Male,64.64211189,22,57,51,91,79,97,71,Pass
S4287,Female,77.86150885,27,79,97,30,80,84,70,Pass
S4288,Male,81.63137801,34,76,83,46,54,75,63,Pass
S4289,Female,73.55303745,21,43,85,66,68,59,56,Pass
S4290,Female,53.48681555,26,81,83,77,61,79,78,Pass
S4291,Female,91.21021078,16,41,56,73,79,63,67,Pass
S4292,Male,54.76216735,31,33,80,87,45,70,69,Pass
S4293,Female,58.96502341,21,47,63,74,62,60,62,Pass
S4294,Male,92.4561928,15,78,72,74,49,68,67,Pass
S4295,Male,51.98841033,10,68,65,51,49,89,67,Pass
S4296,Female,85.84215506,29,45,77,71,61,79,75,Pass
S4297,Male,72.36044672,16,34,95,75,94,62,52,Pass
S4298,Female,92.09917885,12,56,94,65,59,82,69,Pass
S4299,Female,73.00637302,37,32,32,98,92,55,51,Pass
S4300,Female,57.12399759,38,54,59,40,92,60,50,Pass
S4301,Male,95.25834713,26,85,33,99,42,77,77,Pass
S4302,Female,95.63307167,13,56,98,53,62,93,86,Pass
S4303,Male,87.76606859,20,85,30,35,61,60,62,Pass
S4304,Female,91.8071776,27,80,38,36,64,58,48,Fail
S4305,Female,70.08364568,15,52,98,36,85,94,85,Pass
S4306,Male,88.84771807,22,36,99,70,38,62,61,Pass
S4307,Female,73.68823073,33,38,72,46,61,80,72,Pass
S4308,Female,59.63590607,35,74,86,77,93,89,87,Pass
S4309,Female,55.85415713,32,60,95,91,38,52,54,Pass
S4310,Male,61.39562748,15,96,87,77,49,86,75,Pass
S4311,Female,72.44707983,34,46,38,78,49,80,70,Pass
S4312,Male,85.88758523,31,88,89,68,32,60,55,Pass
S4313,Female,73.37333017,26,34,53,43,44,95,73,Pass
S4314,Male,79.30185479,28,64,91,68,70,97,80,Pass
S4315,Female,67.06555384,35,82,30,76,99,81,75,Pass
S4316,Female,68.39527658,17,91,64,43,56,75,74,Pass
S4317,Female,81.69235258,36,48,83,39,57,64,56,Pass
S4318,Female,55.43822945,31,90,79,55,60,75,69,Pass
S4319,Male,93.55478405,35,77,88,33,95,91,80,Pass
S4320,Male,56.68262771,12,44,70,63,76,52,60,Pass
S4321,Female,89.41253456,24,34,41,72,78,82,74,Pass
S4322,Male,66.47256099,28,80,51,66,53,68,54,Pass
S4323,Female,97.22181003,20,39,85,47,66,57,55,Pass
S4324,Male,95.46322387,23,41,41,35,88,60,48,Fail
S4325,Male,74.31259264,37,64,79,59,91,70,66,Pass
S4326,Male,88.63928943,31,91,91,97,74,69,63,Pass
S4327,Male,99.7472697,25,89,64,62,43,73,64,Pass
S4328,Male,60.11700234,19,98,81,95,76,88,84,Pass
S4329,Male,52.50766964,22,84,43,44,62,86,64,Pass
S4330,Female,63.60117595,34,73,48,99,57,90,76,Pass
S4331,Male,51.83813324,11,89,77,56,98,70,72,Pass
S4332,Female,70.40501197,28,56,88,58,50,53,55,Pass
S4333,Female,74.19511793,19,63,83,48,42,53,53,Pass
S4334,Male,91.09059206,37,62,52,79,75,50,49,Fail
S4335,Female,76.65807123,21,56,88,88,57,77,73,Pass
S4336,Male,85.28793334,22,98,34,37,60,82,60,Pass
S4337,Male,51.79553235,37,78,60,44,94,80,66,Pass
S4338,Male,50.45583086,28,30,77,59,36,94,67,Pass
S4339,Male,89.54070352,20,59,75,33,53,98,68,Pass
S4340,Male,71.41123295,15,78,37,37,96,87,68,Pass
S4341,Male,75.53715165,24,77,58,53,89,96,76,Pass
S4342,Male,64.41816138,12,98,32,46,83,93,78,Pass
S4343,Male,66.63973988,30,74,58,40,91,80,61,Pass
S4344,Male,51.1614653,13,69,48,96,96,96,86,Pass
S4345,Male,69.81906323,19,62,30,34,83,52,47,Fail
S4346,Male,56.76946296,25,66,39,34,58,68,62,Pass
S4347,Male,66.48415697,22,49,30,82,53,65,49,Fail
S4348,Female,97.84084573,37,66,38,31,44,74,56,Pass
S4349,Male,51.07638253,17,90,93,82,42,90,69,Pass
S4350,Male,78.00265016,29,30,71,30,47,63,52,Pass
S4351,Female,59.86672922,29,46,49,51,92,69,59,Pass
S4352,Male,62.0158193,25,78,37,97,83,79,74,Pass
S4353,Male,84.07654447,13,75,59,70,64,98,84,Pass
S4354,Female,68.29487455,31,51,67,37,46,72,53,Pass
S4355,Female,78.87024432,26,44,93,82,40,82,70,Pass
S4356,Male,58.51234838,36,92,76,81,85,78,81,Pass
S4357,Male,64.90642131,32,98,84,54,92,95,77,Pass
S4358,Female,70.96104083,19,48,85,71,81,78,71,Pass
S4359,Female,62.3625095,15,50,43,71,37,96,73,Pass
S4360,Female,54.5611874,17,93,56,60,89,93,71,Pass
S4361,Female,75.25053709,29,77,89,92,85,87,71,Pass
S4362,Male,60.54028002,22,85,30,86,93,68,68,Pass
S4363,Male,86.18612817,31,80,99,97,82,72,79,Pass
S4364,Female,95.72644491,32,73,87,54,84,99,85,Pass
S4365,Female,68.36994158,17,68,49,35,73,68,52,Pass
S4366,Female,50.80761211,12,98,59,46,71,92,64,Pass
S4367,Male,75.3545919,14,67,49,31,58,62,58,Pass
S4368,Female,67.58943334,17,53,36,43,65,70,62,Pass
S4369,Male,97.05416095,29,94,64,84,30,80,70,Pass
S4370,Female,90.9668678,33,95,33,66,59,58,56,Pass
S4371,Female,93.72202798,14,83,35,50,78,55,50,Pass
S4372,Female,83.40135453,33,91,36,84,59,89,84,Pass
S4373,Female,76.93555387,20,44,39,86,50,89,72,Pass
S4374,Female,52.33344031,15,49,45,56,75,55,48,Fail
S4375,Male,85.82238922,14,54,32,33,76,80,62,Pass
S4376,Male,79.48641552,17,43,48,38,47,76,61,Pass
S4377,Female,62.8410237,33,94,30,33,82,79,61,Pass
S4378,Female,56.06129957,31,58,46,74,46,90,77,Pass
S4379,Female,88.77358479,27,99,62,66,55,91,85,Pass
S4380,Male,83.92824708,19,98,69,46,62,84,65,Pass
S4381,Male,54.13597807,13,61,40,37,41,80,54,Pass
S4382,Male,65.54645821,17,89,49,57,91,55,49,Fail
S4383,Male,70.461124,27,95,44,78,99,94,87,Pass
S4384,Female,51.49311944,30,39,68,81,63,80,66,Pass
S4385,Female,98.54515451,15,70,67,96,35,91,85,Pass
S4386,Male,55.85065523,29,73,57,82,64,80,63,Pass
S4387,Male,99.89650973,35,85,72,76,87,98,77,Pass
S4388,Female,63.11988737,22,96,91,82,61,58,68,Pass
S4389,Female,56.69498842,31,96,51,74,62,50,59,Pass
S4390,Male,89.0320323,15,71,41,97,51,86,68,Pass
S4391,Female,61.81942104,23,59,87,95,77,95,82,Pass
S4392,Male,82.70801534,25,91,72,76,47,56,69,Pass
S4393,Female,72.93046802,35,83,69,48,44,77,71,Pass
S4394,Female,57.46589246,35,41,53,47,91,55,48,Fail
S4395,Female,68.15550786,22,93,43,46,75,79,65,Pass
S4396,Female,94.2681886,26,60,53,76,48,79,59,Pass
S4397,Female,85.94810286,36,87,43,60,88,53,65,Pass
S4398,Female,64.94796122,32,71,91,97,30,96,84,Pass
S4399,Male,59.72555418,19,91,53,86,45,51,44,Fail
S4400,Male,87.65684711,14,93,64,35,89,80,65,Pass
S4401,Female,78.70720015,36,99,73,35,55,86,82,Pass
S4402,Female,50.59513802,24,65,73,81,48,56,52,Pass
S4403,Female,87.8850882,28,63,98,57,69,92,77,Pass
S4404,Female,62.2745817,19,34,49,77,53,74,59,Pass
S4405,Male,75.06630975,24,92,96,61,56,71,67,Pass
S4406,Male,56.22451566,24,86,98,85,51,67,64,Pass
S4407,Male,55.42312773,13,61,76,63,54,65,61,Pass
S4408,Male,85.16180873,18,47,72,48,69,60,65,Pass
S4409,Male,87.81975601,24,80,37,92,76,58,65,Pass
S4410,Male,71.68073238,12,31,67,33,79,75,68,Pass
S4411,Male,54.47145794,15,56,97,63,40,58,45,Fail
S4412,Female,97.93928746,20,49,85,38,92,55,52,Pass
S4413,Male,61.5729967,24,40,98,31,49,71,53,Pass
S4414,Female,83.47861548,37,95,44,53,55,60,65,Pass
S4415,Female,94.89067336,11,66,73,44,68,62,60,Pass
S4416,Female,84.95063773,31,41,33,75,87,89,77,Pass
S4417,Male,74.18236891,33,97,98,46,78,62,58,Pass
S4418,Female,98.51959098,17,77,48,92,34,60,52,Pass
S4419,Male,72.32981359,31,53,69,84,59,81,63,Pass
S4420,Male,92.56837348,38,53,51,57,38,95,77,Pass
S4421,Female,51.84874282,19,89,87,53,60,79,63,Pass
S4422,Female,54.43923506,34,98,91,79,91,85,74,Pass
S4423,Female,72.21405333,32,83,73,70,77,63,63,Pass
S4424,Male,59.81420901,24,63,59,69,53,54,58,Pass
S4425,Female,63.65554564,29,38,87,46,80,71,71,Pass
S4426,Male,77.49057788,24,88,97,57,95,78,66,Pass
S4427,Female,69.39333045,23,98,67,80,32,52,52,Pass
S4428,Female,55.52499952,18,93,62,51,43,83,61,Pass
S4429,Male,98.14915623,13,52,97,49,90,58,62,Pass
S4430,Male,54.80723135,13,87,87,57,58,56,50,Pass
S4431,Male,81.53504844,34,36,89,51,73,76,76,Pass
S4432,Male,94.15853229,14,36,94,33,48,79,64,Pass
S4433,Male,71.59843885,18,47,44,41,67,95,79,Pass
S4434,Female,90.38785689,23,61,63,72,70,63,54,Pass
S4435,Female,76.22862562,31,50,30,48,52,95,62,Pass
S4436,Female,61.26194348,17,43,54,54,75,56,48,Fail
S4437,Female,92.23386734,33,53,83,61,97,86,70,Pass
S4438,Male,92.82504008,24,69,59,30,67,72,55,Pass
S4439,Male,97.96777457,33,96,41,57,52,52,51,Pass
S4440,Male,81.32414067,38,75,83,99,52,96,81,Pass
S4441,Male,98.46107103,38,79,42,51,58,92,81,Pass
S4442,Female,69.54817711,32,98,41,89,70,64,56,Pass
S4443,Male,72.89286088,21,89,74,95,56,63,70,Pass
S4444,Female,58.36779655,28,96,58,79,81,68,75,Pass
S4445,Male,72.97228199,12,87,96,30,36,60,49,Fail
S4446,Male,61.90426027,30,59,90,96,88,60,59,Pass
S4447,Male,68.68274015,28,66,67,38,97,93,81,Pass
S4448,Male,96.1842926,36,87,31,85,56,59,55,Pass
S4449,Female,61.56277481,22,68,45,32,31,79,70,Pass
S4450,Male,70.10565908,25,41,83,71,42,63,49,Fail
S4451,Female,98.23915623,27,77,50,80,73,76,79,Pass
S4452,Male,82.0259567,12,44,94,76,44,51,54,Pass
S4453,Male,80.94621262,26,72,36,60,80,96,83,Pass
S4454,Female,52.96643891,16,77,94,65,98,59,65,Pass
S4455,Female,73.20420436,26,61,89,84,58,65,62,Pass
S4456,Female,57.98437228,20,57,38,66,51,53,40,Fail
S4457,Female,92.7411867,34,88,93,46,36,58,60,Pass
S4458,Male,75.77037003,22,33,33,97,50,61,48,Fail
S4459,Male,73.57307854,34,73,98,45,94,68,67,Pass
S4460,Male,56.12874924,25,82,70,36,86,59,53,Pass
S4461,Female,84.46818485,17,93,70,96,48,50,56,Pass
S4462,Female,67.31662918,11,71,42,58,45,73,68,Pass
S4463,Male,85.22395461,35,41,92,97,95,91,85,Pass
S4464,Male,55.60287635,30,57,83,41,75,74,61,Pass
S4465,Female,84.60246576,30,41,69,66,76,94,75,Pass
S4466,Male,84.35658389,27,61,61,35,58,76,67,Pass
S4467,Female,61.67124076,30,75,87,61,94,69,77,Pass
S4468,Male,83.06983582,34,31,78,73,42,58,49,Fail
S4469,Female,71.39773458,31,90,53,30,93,72,59,Pass
S4470,Female,51.51272016,18,61,75,66,62,65,50,Pass
S4471,Female,90.69818861,38,46,91,48,60,53,53,Pass
S4472,Female,92.03108718,22,64,72,45,43,71,69,Pass
S4473,Male,84.92782554,18,40,56,35,49,88,57,Pass
S4474,Female,65.58589663,15,94,97,36,64,64,66,Pass
S4475,Male,92.85188176,32,48,82,40,88,73,73,Pass
S4476,Male,67.5652452,35,52,54,63,77,53,57,Pass
S4477,Female,88.68626539,18,85,42,75,64,64,66,Pass
S4478,Female,61.4480426,13,41,56,87,86,79,66,Pass
S4479,Male,90.06830855,13,79,33,88,42,95,66,Pass
S4480,Male,93.84492391,35,65,90,42,81,86,80,Pass
S4481,Male,81.56075504,29,92,46,63,32,54,64,Pass
S4482,Male,80.37101684,37,78,93,46,62,93,76,Pass
S4483,Female,60.47844865,38,80,66,38,52,86,78,Pass
S4484,Male,78.03216199,16,54,93,98,48,78,77,Pass
S4485,Male,94.70007023,10,87,62,60,93,61,72,Pass
S4486,Male,54.4267258,34,35,36,91,55,74,61,Pass
S4487,Male,52.79130873,20,96,92,82,57,66,66,Pass
S4488,Male,90.23169891,32,87,43,36,55,74,61,Pass
S4489,Male,96.62669074,36,56,83,71,47,59,56,Pass
S4490,Female,73.10348166,12,93,98,90,96,80,77,Pass
S4491,Female,67.15129512,23,50,69,33,95,65,54,Pass
S4492,Female,75.74827076,26,75,63,84,48,90,68,Pass
S4493,Female,63.17432537,34,31,70,58,77,96,68,Pass
S4494,Female,74.19716026,22,65,77,84,57,95,79,Pass
S4495,Male,53.89630236,25,39,57,98,50,54,52,Pass
S4496,Female,89.45289611,18,53,77,98,52,95,80,Pass
S4497,Female,69.23392043,33,52,80,41,88,80,67,Pass
S4498,Female,64.68172808,28,81,96,35,79,52,65,Pass
S4499,Male,50.15367944,18,82,59,52,92,98,74,Pass
S4500,Female,59.40223838,30,46,74,47,80,66,53,Pass
S4501,Male,94.15391289,15,95,45,60,53,75,74,Pass
S4502,Male,98.70478679,31,42,54,48,97,64,58,Pass
S4503,Male,90.71569565,33,98,52,38,89,57,57,Pass
S4504,Male,71.6215745,12,69,40,39,86,83,59,Pass
S4505,Male,54.18925848,15,41,55,32,93,80,72,Pass
S4506,Female,87.16199872,18,80,76,80,52,56,55,Pass
S4507,Female,63.17746683,27,70,84,54,94,72,58,Pass
S4508,Female,68.18729121,11,47,90,45,70,78,62,Pass
S4509,Female,82.43229893,34,56,65,75,83,57,56,Pass
S4510,Female,60.41813873,10,78,57,85,91,89,80,Pass
S4511,Male,62.5446611,21,50,35,91,35,85,67,Pass
S4512,Male,83.45560547,27,74,77,51,89,93,77,Pass
S4513,Female,69.01996556,13,87,39,74,33,94,66,Pass
S4514,Male,62.42943232,28,61,65,33,93,71,73,Pass
S4515,Male,66.33494217,13,64,58,47,54,55,59,Pass
S4516,Male,72.15212351,32,49,58,96,99,82,66,Pass
S4517,Male,62.63057327,23,93,56,43,74,80,70,Pass
S4518,Female,69.45689186,37,72,68,49,41,69,63,Pass
S4519,Male,51.54257149,16,40,95,48,30,52,58,Pass
S4520,Female,52.37199617,19,91,81,65,77,86,70,Pass
S4521,Female,55.46828597,33,84,77,54,41,70,61,Pass
S4522,Male,88.04754262,29,52,99,99,55,89,80,Pass
S4523,Male,92.99919401,20,50,31,68,34,76,60,Pass
S4524,Male,66.34741221,37,95,97,42,67,53,65,Pass
S4525,Male,72.30036864,22,56,56,69,91,75,63,Pass
S4526,Male,98.49567359,13,69,88,79,84,84,81,Pass
S4527,Male,71.60575823,34,31,77,87,34,99,73,Pass
S4528,Male,95.40578928,17,89,33,90,94,51,60,Pass
S4529,Female,53.81174494,11,75,86,97,51,65,64,Pass
S4530,Female,91.52413164,24,30,73,99,98,67,58,Pass
S4531,Female,55.58984513,28,68,46,71,76,82,66,Pass
S4532,Male,52.64989906,18,73,93,66,46,50,46,Fail
S4533,Male,56.04525494,32,57,72,42,70,69,67,Pass
S4534,Male,74.42565694,26,58,91,84,62,84,78,Pass
S4535,Female,77.17322211,17,63,40,91,46,54,58,Pass
S4536,Male,67.67213066,33,38,58,52,75,50,58,Pass
S4537,Female,72.2553493,34,33,98,30,89,58,67,Pass
S4538,Male,96.0190024,24,97,51,61,49,98,78,Pass
S4539,Male,52.33438948,22,42,71,63,49,74,65,Pass
S4540,Female,93.49661575,38,77,74,31,54,97,83,Pass
S4541,Male,61.64590314,23,63,42,87,46,54,47,Fail
S4542,Female,98.50523774,22,83,90,93,48,75,67,Pass
S4543,Male,71.09663329,26,56,94,85,40,92,67,Pass
S4544,Female,76.38764042,18,32,83,36,92,90,74,Pass
S4545,Female,65.48180627,28,97,45,47,37,54,59,Pass
S4546,Male,73.22009279,10,63,95,88,72,87,75,Pass
S4547,Male,70.18997091,34,40,59,54,33,78,73,Pass
S4548,Male,93.32987074,12,46,94,33,45,81,73,Pass
S4549,Female,60.32386598,15,42,86,94,31,72,56,Pass
S4550,Male,92.5905887,10,93,56,50,53,63,52,Pass
S4551,Male,76.37202357,12,60,93,30,77,82,71,Pass
S4552,Male,82.88632095,36,58,71,77,85,50,60,Pass
S4553,Male,81.13532919,28,50,77,89,90,72,73,Pass
S4554,Male,70.3005571,15,95,78,93,41,72,68,Pass
S4555,Male,59.49168834,29,79,65,35,39,87,69,Pass
S4556,Female,74.60716682,33,49,76,32,41,63,50,Pass
S4557,Male,96.90388916,25,58,35,36,36,76,67,Pass
S4558,Male,77.65807911,17,78,60,59,73,84,79,Pass
S4559,Male,70.07765367,31,76,49,34,37,96,82,Pass
S4560,Female,67.68478408,32,74,81,43,88,86,67,Pass
S4561,Male,84.27052075,30,80,41,60,55,74,63,Pass
S4562,Female,70.17899412,16,73,87,53,76,55,67,Pass
S4563,Male,68.95182249,35,92,78,79,63,81,81,Pass
S4564,Female,57.54235462,36,56,90,93,53,78,69,Pass
S4565,Female,75.54247057,36,50,61,48,60,76,64,Pass
S4566,Male,71.13649535,20,87,55,36,39,84,66,Pass
S4567,Female,93.13099998,35,44,84,32,86,78,62,Pass
S4568,Female,99.19158953,12,50,43,67,89,99,76,Pass
S4569,Male,60.82229604,30,41,76,43,85,91,79,Pass
S4570,Female,71.43594737,27,71,84,97,35,58,64,Pass
S4571,Male,75.2413679,12,40,41,75,31,75,57,Pass
S4572,Female,80.42139645,14,76,96,83,75,98,79,Pass
S4573,Male,92.15777414,29,78,93,45,62,94,74,Pass
S4574,Female,92.06204481,11,74,34,45,47,83,60,Pass
S4575,Female,98.32810882,23,85,39,91,54,62,71,Pass
S4576,Female,76.89767942,15,73,61,50,98,91,73,Pass
S4577,Male,73.61735866,20,77,85,57,92,63,59,Pass
S4578,Female,79.61717088,34,44,61,57,31,76,55,Pass
S4579,Female,73.35377347,23,39,40,41,54,94,65,Pass
S4580,Female,59.43985918,20,45,64,64,72,98,67,Pass
S4581,Male,78.57226859,35,78,49,31,33,74,63,Pass
S4582,Male,60.60116237,30,64,97,51,41,52,54,Pass
S4583,Female,86.67060469,29,64,55,71,51,89,73,Pass
S4584,Male,73.29228214,17,39,90,39,44,50,46,Fail
S4585,Male,66.64691602,18,38,39,46,73,70,68,Pass
S4586,Female,60.07337732,15,39,72,49,95,51,56,Pass
S4587,Female,94.70219139,13,57,90,98,87,50,67,Pass
S4588,Male,82.25689688,25,71,76,89,93,69,70,Pass
S4589,Female,59.39068697,20,70,68,96,79,62,71,Pass
S4590,Male,92.50249404,32,62,64,80,76,71,68,Pass
S4591,Male,96.61879313,15,40,49,46,66,56,52,Pass
S4592,Male,86.62218171,25,80,77,91,50,85,67,Pass
S4593,Female,87.65431041,27,93,47,86,63,50,50,Pass
S4594,Male,81.2505103,15,76,76,69,66,88,77,Pass
S4595,Male,99.69506126,34,91,64,61,43,65,57,Pass
S4596,Male,76.63738325,23,76,74,49,90,82,64,Pass
S4597,Male,57.1042291,14,37,58,73,79,87,78,Pass
S4598,Female,84.08064775,18,32,42,65,47,94,79,Pass
S4599,Male,52.60660401,17,64,47,95,30,96,73,Pass
S4600,Male,67.56922065,22,55,84,55,53,77,62,Pass
S4601,Male,63.5585884,21,45,77,33,49,78,57,Pass
S4602,Female,86.0247253,33,97,85,68,56,66,76,Pass
S4603,Male,59.93253877,38,77,77,49,87,73,68,Pass
S4604,Female,51.14065865,37,78,51,72,99,58,60,Pass
S4605,Male,56.6330062,37,84,61,75,84,74,59,Pass
S4606,Male,52.78800682,37,35,99,56,64,82,60,Pass
S4607,Female,63.92416698,11,41,83,90,78,83,68,Pass
S4608,Female,78.39088919,15,65,83,52,63,63,63,Pass
S4609,Male,74.92209964,12,35,80,60,56,90,61,Pass
S4610,Male,74.58469131,36,95,97,64,41,62,67,Pass
S4611,Female,58.45467868,36,74,36,86,38,98,85,Pass
S4612,Male,54.24553313,13,35,53,84,74,92,77,Pass
S4613,Male,52.28527754,26,67,82,68,60,81,78,Pass
S4614,Male,52.70997836,19,41,93,45,71,79,75,Pass
S4615,Female,65.79879024,34,79,58,77,70,54,62,Pass
S4616,Female,95.47011376,29,51,78,73,83,86,75,Pass
S4617,Female,89.53540203,10,39,44,90,46,73,63,Pass
S4618,Male,76.37270715,15,71,35,83,74,55,48,Fail
S4619,Female,66.39934939,20,96,86,53,79,86,72,Pass
S4620,Male,89.37808696,10,99,99,65,34,73,72,Pass
